opening_name,line_count,eco_values,representative_pgn,representative_uci,raw_tactical_density,raw_quiet_position_density,raw_king_safety_risk,raw_early_castling_tendency,raw_opposite_side_castling_tendency,raw_middlegame_complexity,raw_pawn_structure_sharpness,raw_material_imbalance,raw_endgame_likelihood_proxy,raw_white_tactical_density,raw_white_quiet_position_density,raw_white_king_safety_risk,raw_white_early_castling_tendency,raw_white_opposite_side_castling_tendency,raw_white_middlegame_complexity,raw_white_pawn_structure_sharpness,raw_white_material_imbalance,raw_white_endgame_likelihood_proxy,raw_black_tactical_density,raw_black_quiet_position_density,raw_black_king_safety_risk,raw_black_early_castling_tendency,raw_black_opposite_side_castling_tendency,raw_black_middlegame_complexity,raw_black_pawn_structure_sharpness,raw_black_material_imbalance,raw_black_endgame_likelihood_proxy,tactical_density,quiet_position_density,king_safety_risk,early_castling_tendency,opposite_side_castling_tendency,middlegame_complexity,pawn_structure_sharpness,material_imbalance,endgame_likelihood_proxy,white_tactical_density,white_quiet_position_density,white_king_safety_risk,white_early_castling_tendency,white_opposite_side_castling_tendency,white_middlegame_complexity,white_pawn_structure_sharpness,white_material_imbalance,white_endgame_likelihood_proxy,black_tactical_density,black_quiet_position_density,black_king_safety_risk,black_early_castling_tendency,black_opposite_side_castling_tendency,black_middlegame_complexity,black_pawn_structure_sharpness,black_material_imbalance,black_endgame_likelihood_proxy,raw_final_structure_entropy,final_structure_entropy,raw_structure_diversity,structure_diversity,structure_distribution
Scandinavian Defense,5,B01,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 e5 5. Nf3 Bg4,e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 e7e5 g1f3 c8g4,0.30247,0.984939,0.029,0.4745,0.1705,0.443902,0.25,0.02625,0.549442,0.23289,0.988864,0.029,0.4745,0.1705,0.443902,0.2125,0.05,0.552618,0.226918,0.988864,0.029,0.4745,0.1705,0.443902,0.2125,0.05,0.583218,0.809524,0.493197,0.578231,0.527211,0.683673,0.931973,0.734694,0.629252,0.163265,0.829932,0.530612,0.62585,0.557823,0.683673,0.931973,0.680272,0.622449,0.156463,0.836735,0.513605,0.690476,0.5,0.683673,0.931973,0.670068,0.622449,0.210884,0.418166,0.418166,0.418166,0.418166,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":2,""0|0|0|0|0|0|2|2|0|1|1|0|0"":3}"
Scotch Game,5,C44,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bc5 5. Ng5 Nh6 6. Nxf7 Nxf7 7. Bxf7+ Kxf7 8. Qh5+ g6 9. Qxc5 d5,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 f8c5 f3g5 g8h6 g5f7 h6f7 c4f7 e8f7 d1h5 g7g6 h5c5 d7d5,0.351152,0.816122,0.376667,0.46225,0.165,0.470602,0.30625,0.09625,0.504651,0.286119,0.843071,0.169,0.5215,0.165,0.470602,0.2875,0.25,0.515756,0.239452,0.909938,0.376667,0.403,0.165,0.470602,0.2875,0.25,0.508089,0.877551,0.047619,1.0,0.408163,0.670068,0.972789,0.979592,0.959184,0.047619,0.911565,0.07483,0.982993,0.836735,0.670068,0.972789,0.87415,0.965986,0.054422,0.877551,0.136054,1.0,0.017007,0.670068,0.972789,0.863946,0.965986,0.027211,0.827729,0.827729,0.827729,0.827729,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":1,""0|0|0|1|0|0|2|2|0|1|1|0|0"":2,""0|0|0|1|0|0|2|2|0|1|2|0|0"":1,""2|0|0|0|0|0|3|2|0|2|1|0|0"":1}"
Semi-Slav Defense,5,D30;D31,1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 e6 5. Nbd2 Nbd7,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 e7e6 b1d2 b8d7,0.146303,0.959095,0.029,0.468,0.143,0.412252,0.3,0.0,0.588136,0.142119,0.960391,0.027667,0.4745,0.143,0.412252,0.2875,0.0,0.600482,0.136587,0.960008,0.029,0.4615,0.143,0.412252,0.2875,0.0,0.600636,0.653061,0.251701,0.578231,0.435374,0.591837,0.823129,0.87415,0.231293,0.29932,0.680272,0.238095,0.346939,0.557823,0.591837,0.823129,0.87415,0.231293,0.380952,0.673469,0.265306,0.690476,0.411565,0.591837,0.823129,0.863946,0.231293,0.37415,0.310918,0.310918,0.310918,0.310918,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":4,""0|0|0|1|0|0|2|2|0|1|1|0|0"":1}"
Semi-Slav Defense Accepted,1,D44,1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. Bg5 dxc4,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 d5c4,0.127758,0.927286,0.023,0.52,0.0,0.390643,0.23125,0.035,0.521001,0.138857,0.918036,0.023,0.52,0.0,0.390643,0.15,0.1,0.519114,0.079956,0.957399,0.023,0.52,0.0,0.390643,0.25,0.1,0.529127,0.605442,0.183673,0.081633,0.789116,0.204082,0.653061,0.659864,0.785714,0.061224,0.666667,0.122449,0.176871,0.755102,0.204082,0.653061,0.605442,0.785714,0.061224,0.510204,0.238095,0.180272,0.768707,0.204082,0.653061,0.727891,0.785714,0.081633,0.0,0.0,0.0,0.0,"{""0|0|0|1|0|0|2|2|0|1|1|0|0"":1}"
Sicilian Defense,5,B20,1. e4 c5 2. d3 Nc6 3. c3 d6 4. f4,e2e4 c7c5 d2d3 b8c6 c2c3 d7d6 f2f4,0.006818,0.989617,0.029,0.450667,0.0715,0.344908,0.05,0.0,0.616722,0.030705,0.991832,0.029,0.4745,0.0715,0.344908,0.0375,0.0,0.617272,0.00276,0.992827,0.029,0.426833,0.0715,0.344908,0.0375,0.0,0.617472,0.142857,0.707483,0.578231,0.312925,0.431973,0.183673,0.251701,0.231293,0.870748,0.401361,0.734694,0.62585,0.557823,0.431973,0.183673,0.255102,0.231293,0.884354,0.095238,0.761905,0.690476,0.238095,0.431973,0.183673,0.258503,0.231293,0.897959,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":5}"
Slav Defense,5,D10,1. d4 d5 2. c4 c6 3. Nc3 dxc4,d2d4 d7d5 c2c4 c7c6 b1c3 d5c4,0.104288,0.991077,0.029,0.424667,0.0715,0.377714,0.3,0.035,0.586422,0.181118,0.991311,0.029,0.426833,0.0715,0.377714,0.2875,0.1,0.573561,0.087017,0.990475,0.029,0.4225,0.0715,0.377714,0.2875,0.1,0.589358,0.482993,0.795918,0.578231,0.163265,0.431973,0.530612,0.87415,0.785714,0.285714,0.77551,0.707483,0.62585,0.27551,0.431973,0.530612,0.87415,0.785714,0.190476,0.537415,0.608844,0.690476,0.132653,0.431973,0.530612,0.863946,0.785714,0.244898,0.590436,0.590436,0.590436,0.590436,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":3,""0|0|0|1|0|0|2|2|0|1|1|0|0"":1,""0|0|1|0|0|0|2|2|0|1|1|0|0"":1}"
Slav Indian,2,A40;A50,1. d4 c6 2. Nf3 Nf6 3. c4 b5,d2d4 c7c6 g1f3 g8f6 c2c4 b7b5,0.079682,0.978593,0.029,0.495625,0.0,0.38572,0.05,0.0,0.613207,0.086218,0.977977,0.029,0.47125,0.0,0.38572,0.0375,0.0,0.612974,0.086265,0.955135,0.023,0.52,0.0,0.38572,0.0375,0.0,0.613625,0.408163,0.319728,0.578231,0.639456,0.204082,0.598639,0.251701,0.231293,0.619048,0.52381,0.29932,0.62585,0.513605,0.204082,0.598639,0.255102,0.231293,0.557823,0.530612,0.22449,0.180272,0.768707,0.204082,0.598639,0.258503,0.231293,0.578231,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":2}"
Sodium Attack,4,A00,1. Na3 e5 2. d3 Bxa3 3. bxa3 d5 4. e3 c5 5. Rb1,b1a3 e7e5 d2d3 f8a3 b2a3 d7d5 e2e3 c7c5 a1b1,0.167015,0.977781,0.029,0.467187,0.17875,0.385403,0.239063,0.089375,0.612368,0.114182,0.985077,0.029,0.47125,0.17875,0.385403,0.3125,0.10625,0.614956,0.127677,0.982516,0.029,0.463125,0.17875,0.385403,0.1,0.10625,0.614356,0.680272,0.306122,0.578231,0.414966,0.70068,0.585034,0.721088,0.952381,0.591837,0.591837,0.333333,0.62585,0.513605,0.70068,0.585034,0.989796,0.843537,0.605442,0.659864,0.312925,0.690476,0.431973,0.70068,0.585034,0.55102,0.843537,0.598639,0.75,0.75,0.75,0.75,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":2,""0|0|0|0|0|0|1|1|0|0|0|0|1"":1,""2|0|1|0|0|0|2|1|0|1|0|0|0"":1}"
St. George Defense,4,B00,1. e4 a6 2. d4 b5 3. Nf3 Bb7 4. Bd3 d6 5. O-O g6 6. c3 Bg7,e2e4 a7a6 d2d4 b7b5 g1f3 c8b7 f1d3 d7d6 e1g1 g7g6 c2c3 f8g7,0.079333,0.984532,0.029,0.533958,0.093958,0.397543,0.1125,0.006562,0.608461,0.078781,0.988415,0.029,0.615625,0.093958,0.397543,0.1,0.0125,0.609886,0.025668,0.991569,0.029,0.452292,0.093958,0.397543,0.1,0.0125,0.615802,0.401361,0.459184,0.578231,0.85034,0.530612,0.70068,0.527211,0.469388,0.530612,0.510204,0.493197,0.62585,0.918367,0.530612,0.70068,0.547619,0.469388,0.530612,0.346939,0.714286,0.690476,0.37415,0.530612,0.70068,0.55102,0.469388,0.707483,0.405639,0.405639,0.405639,0.405639,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":3,""0|0|0|0|0|0|1|1|0|0|0|0|1"":1}"
Tarrasch Defense,5,D32,1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. dxc5 d4 7. Na4 b5,d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 d4c5 d5d4 c3a4 b7b5,0.447879,0.903868,0.075,0.41475,0.2145,0.47869,0.375,0.035,0.526001,0.373626,0.757567,0.06,0.4265,0.2145,0.47869,0.3125,0.1,0.540369,0.194397,0.924677,0.075,0.403,0.2145,0.47869,0.3375,0.1,0.574736,0.965986,0.142857,0.945578,0.020408,0.748299,0.979592,1.0,0.785714,0.07483,0.965986,0.027211,0.942177,0.265306,0.748299,0.979592,0.989796,0.785714,0.088435,0.809524,0.156463,0.979592,0.017007,0.748299,0.979592,1.0,0.785714,0.190476,0.827729,0.827729,0.827729,0.827729,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":2,""0|0|0|0|0|0|2|2|0|1|1|0|1"":1,""0|0|0|0|0|0|2|2|1|0|0|0|0"":1,""0|1|0|0|1|0|2|3|0|1|2|0|0"":1}"
Three Knights Opening,5,C46,1. e4 e5 2. Nf3 Nc6 3. Nc3 g6 4. d4 exd4 5. Nd5,e2e4 e7e5 g1f3 b8c6 b1c3 g7g6 d2d4 e5d4 c3d5,0.285788,0.932433,0.025,0.52,0.2475,0.396688,0.3,0.02625,0.597377,0.229057,0.929466,0.023,0.52,0.2475,0.396688,0.2875,0.05,0.599756,0.157694,0.961622,0.025,0.52,0.2475,0.396688,0.2875,0.05,0.603118,0.77551,0.190476,0.183673,0.789116,0.802721,0.693878,0.87415,0.629252,0.394558,0.816327,0.14966,0.176871,0.755102,0.802721,0.693878,0.87415,0.622449,0.353741,0.714286,0.278912,0.357143,0.768707,0.802721,0.693878,0.863946,0.622449,0.421769,0.310918,0.310918,0.310918,0.310918,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":4,""0|0|0|1|0|0|2|2|0|1|1|0|0"":1}"
Torre Attack,5,A46;A48,1. d4 Nf6 2. Nf3 e6 3. Bg5 c5 4. e3 b6 5. d5,d2d4 g8f6 g1f3 e7e6 c1g5 c7c5 e2e3 b7b6 d4d5,0.334909,0.995864,0.023,0.52,0.0,0.412707,0.05,0.0105,0.617343,0.20201,0.996136,0.023,0.52,0.0,0.412707,0.0375,0.02,0.617617,0.273677,0.996136,0.023,0.52,0.0,0.412707,0.0375,0.02,0.606593,0.863946,0.935374,0.081633,0.789116,0.204082,0.829932,0.251701,0.489796,0.952381,0.795918,0.911565,0.176871,0.755102,0.204082,0.829932,0.255102,0.482993,0.938776,0.92517,0.921769,0.180272,0.768707,0.204082,0.829932,0.258503,0.482993,0.52381,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":5}"
Trompowsky Attack,5,A45,1. d4 Nf6 2. Bg5 Ne4 3. Bf4 g5,d2d4 g8f6 c1g5 f6e4 g5f4 g7g5,0.060091,0.994215,0.025667,0.499417,0.410667,0.372324,0.05,0.0,0.611345,0.00883,0.993608,0.025,0.4875,0.410667,0.372324,0.0375,0.0,0.617013,0.047331,0.993608,0.025667,0.511333,0.410667,0.372324,0.0375,0.0,0.615267,0.367347,0.857143,0.22449,0.680272,0.952381,0.459184,0.251701,0.231293,0.564626,0.306122,0.826531,0.302721,0.615646,0.952381,0.459184,0.255102,0.231293,0.85034,0.421769,0.806122,0.408163,0.639456,0.952381,0.459184,0.258503,0.231293,0.659864,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":5}"
Valencia Opening,1,A00,1. d3 e5 2. Nd2,d2d3 e7e5 b1d2,0.005591,0.989695,0.029,0.455,0.3575,0.341909,0.05,0.0,0.616709,0.002667,0.993083,0.025,0.4875,0.3575,0.341909,0.0375,0.0,0.617806,0.025254,0.993083,0.029,0.4225,0.3575,0.341909,0.0375,0.0,0.613366,0.115646,0.727891,0.578231,0.346939,0.880952,0.14966,0.251701,0.231293,0.863946,0.102041,0.795918,0.302721,0.615646,0.880952,0.14966,0.255102,0.231293,0.952381,0.340136,0.77551,0.690476,0.132653,0.880952,0.14966,0.258503,0.231293,0.571429,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":1}"
Van Geet Opening,5,A00,1. Nc3 d5 2. e4 dxe4 3. f3,b1c3 d7d5 e2e4 d5e4 f2f3,0.094182,0.984125,0.029,0.468,0.286,0.351138,0.05,0.02625,0.613576,0.012826,0.986297,0.025,0.494,0.286,0.351138,0.0375,0.05,0.615099,0.096159,0.986297,0.029,0.442,0.286,0.351138,0.0375,0.05,0.614499,0.442177,0.42517,0.578231,0.435374,0.833333,0.231293,0.251701,0.629252,0.646259,0.340136,0.394558,0.302721,0.642857,0.833333,0.231293,0.255102,0.622449,0.632653,0.585034,0.367347,0.690476,0.323129,0.833333,0.231293,0.258503,0.622449,0.605442,0.310918,0.310918,0.310918,0.310918,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":4,""0|0|0|1|0|0|2|2|0|1|1|0|0"":1}"
Van't Kruijs Opening,5,A00,1. e3 e5 2. Nc3 Nf6 3. f4 exf4 4. Nf3,e2e3 e7e5 b1c3 g8f6 f2f4 e5f4 g1f3,0.215606,0.982417,0.029,0.468,0.154,0.410487,0.23125,0.0875,0.615261,0.140203,0.985182,0.029,0.481,0.154,0.410487,0.15,0.2,0.597644,0.206869,0.987314,0.029,0.455,0.154,0.410487,0.25,0.2,0.615898,0.707483,0.360544,0.578231,0.435374,0.642857,0.816327,0.659864,0.938776,0.721088,0.673469,0.340136,0.62585,0.585034,0.642857,0.816327,0.605442,0.94898,0.326531,0.823129,0.387755,0.690476,0.387755,0.642857,0.816327,0.727891,0.94898,0.714286,0.418166,0.418166,0.418166,0.418166,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":2,""0|0|0|1|0|0|2|2|0|1|1|0|0"":3}"
"Vienna Gambit, with Max Lange Defense",5,C25,1. e4 e5 2. f4 exf4 3. Nf3 Nc6 4. Nc3 g5 5. h4 g4 6. Ng5 h6 7. Nxf7 Kxf7 8. d4,e2e4 e7e5 f2f4 e5f4 g1f3 b8c6 b1c3 g7g5 h2h4 g5g4 f3g5 h7h6 g5f7 e8f7 d2d4,0.113909,0.962319,0.283333,0.4195,0.0825,0.373586,0.23125,0.035,0.535005,0.08972,0.976699,0.065,0.4425,0.0825,0.373586,0.15,0.1,0.550475,0.142281,0.923252,0.283333,0.3965,0.0825,0.373586,0.25,0.1,0.528492,0.52381,0.272109,0.993197,0.027211,0.493197,0.482993,0.659864,0.785714,0.122449,0.530612,0.278912,0.959184,0.380952,0.493197,0.482993,0.605442,0.785714,0.14966,0.687075,0.14966,0.993197,0.006803,0.493197,0.482993,0.727891,0.785714,0.068027,0.590436,0.590436,0.590436,0.590436,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":1,""0|0|0|0|0|0|2|2|0|1|1|0|0"":1,""0|0|0|1|0|0|2|2|0|1|1|0|0"":3}"
Vienna Game,5,C25,1. e4 e5 2. Nc3 Nc6 3. d4,e2e4 e7e5 b1c3 b8c6 d2d4,0.009545,0.984939,0.029,0.49725,0.3245,0.365407,0.3,0.02625,0.601757,0.005055,0.988864,0.025,0.5005,0.3245,0.365407,0.2875,0.05,0.602571,0.089214,0.988864,0.029,0.494,0.3245,0.365407,0.2875,0.05,0.601971,0.204082,0.493197,0.578231,0.656463,0.85034,0.360544,0.87415,0.629252,0.442177,0.22449,0.530612,0.302721,0.663265,0.85034,0.360544,0.87415,0.622449,0.401361,0.544218,0.513605,0.690476,0.608844,0.85034,0.360544,0.863946,0.622449,0.401361,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|1"":5}"
Vulture Defense,1,A56,1. d4 Nf6 2. c4 c5 3. d5 Ne4,d2d4 g8f6 c2c4 c7c5 d4d5 f6e4,0.0,0.9955,0.029,0.47125,0.0,0.371066,0.05,0.0,0.61705,0.002031,0.995029,0.029,0.4225,0.0,0.371066,0.0375,0.0,0.616705,0.115364,0.838629,0.023,0.52,0.0,0.371066,0.0375,0.0,0.598338,0.0,0.897959,0.578231,0.489796,0.204082,0.442177,0.251701,0.231293,0.92517,0.020408,0.85034,0.62585,0.146259,0.204082,0.442177,0.255102,0.231293,0.789116,0.605442,0.068027,0.180272,0.768707,0.204082,0.442177,0.258503,0.231293,0.319728,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":1}"
Wade Defense,1,A41,1. d4 d6 2. Nf3 Bg4,d2d4 d7d6 g1f3 c8g4,0.004364,0.996126,0.025,0.50375,0.4125,0.362656,0.05,0.0,0.616373,0.002798,0.99708,0.023,0.52,0.4125,0.362656,0.0375,0.0,0.61694,0.002798,0.99708,0.025,0.4875,0.4125,0.362656,0.0375,0.0,0.61664,0.088435,0.965986,0.183673,0.714286,0.972789,0.326531,0.251701,0.231293,0.829932,0.132653,0.972789,0.176871,0.755102,0.972789,0.326531,0.255102,0.231293,0.829932,0.105442,0.986395,0.357143,0.571429,0.972789,0.326531,0.258503,0.231293,0.802721,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":1}"
Ware Defense,2,B00,1. e4 a5 2. d4 Nc6,e2e4 a7a5 d2d4 b8c6,0.004364,0.990919,0.029,0.427917,0.17875,0.362855,0.05,0.0,0.616939,0.002022,0.993826,0.029,0.4225,0.17875,0.362855,0.0375,0.0,0.617337,0.002614,0.993826,0.029,0.433333,0.17875,0.362855,0.0375,0.0,0.617349,0.088435,0.789116,0.578231,0.183673,0.70068,0.340136,0.251701,0.231293,0.904762,0.013605,0.836735,0.62585,0.146259,0.70068,0.340136,0.255102,0.231293,0.897959,0.057823,0.816327,0.690476,0.261905,0.70068,0.340136,0.258503,0.231293,0.884354,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":2}"
Ware Opening,5,A00,1. a4 b6 2. d4 d5 3. Nc3 Nd7,a2a4 b7b6 d2d4 d7d5 b1c3 b8d7,0.091348,0.987614,0.031667,0.426833,0.0,0.33856,0.05,0.020737,0.615546,0.012329,0.992185,0.031667,0.418167,0.0,0.33856,0.0375,0.0395,0.61633,0.04343,0.990779,0.029,0.4355,0.0,0.33856,0.0375,0.0395,0.616389,0.435374,0.653061,0.897959,0.170068,0.204082,0.122449,0.251701,0.537415,0.748299,0.333333,0.755102,0.904762,0.034014,0.204082,0.122449,0.255102,0.537415,0.721088,0.414966,0.632653,0.690476,0.285714,0.204082,0.122449,0.258503,0.537415,0.77551,0.310918,0.310918,0.310918,0.310918,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":4,""0|0|0|0|0|0|1|1|0|0|0|0|1"":1}"
Yusupov-Rubinstein System,1,A46,1. d4 Nf6 2. Nf3 e6 3. e3,d2d4 g8f6 g1f3 e7e6 e2e3,0.004091,0.995864,0.023,0.52,0.0,0.370271,0.05,0.0,0.618218,0.002335,0.997293,0.023,0.52,0.0,0.370271,0.0375,0.0,0.618517,0.068388,0.996136,0.023,0.52,0.0,0.370271,0.0375,0.0,0.607288,0.054422,0.935374,0.081633,0.789116,0.204082,0.435374,0.251701,0.231293,0.979592,0.047619,0.986395,0.176871,0.755102,0.204082,0.435374,0.255102,0.231293,0.979592,0.482993,0.921769,0.180272,0.768707,0.204082,0.435374,0.258503,0.231293,0.537415,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":1}"
Zaire Defense,1,A40,1. d4 Nc6 2. d5 Nb8 3. e4 Nf6 4. e5 Ng8,d2d4 b8c6 d4d5 c6b8 e2e4 g8f6 e4e5 f6g8,0.139848,0.936366,0.029,0.4225,0.0,0.373949,0.05,0.02625,0.59414,0.068799,0.95389,0.029,0.4225,0.0,0.373949,0.0375,0.05,0.606218,0.122133,0.935123,0.029,0.4225,0.0,0.373949,0.0375,0.05,0.597152,0.646259,0.197279,0.578231,0.091837,0.204082,0.489796,0.251701,0.629252,0.367347,0.482993,0.204082,0.62585,0.146259,0.204082,0.489796,0.255102,0.622449,0.503401,0.646259,0.176871,0.690476,0.132653,0.204082,0.489796,0.258503,0.622449,0.306122,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":1}"
Zukertort Defense,2,A04,1. Nf3 Nh6 2. d4 g6,g1f3 g8h6 d2d4 g7g6,0.042455,0.984808,0.027667,0.501042,0.187916,0.332628,0.05,0.0,0.609812,0.007489,0.987966,0.023,0.52,0.187916,0.332628,0.0375,0.0,0.616246,0.047489,0.987966,0.027667,0.482083,0.187916,0.332628,0.0375,0.0,0.60892,0.333333,0.469388,0.255102,0.687075,0.721088,0.081633,0.251701,0.231293,0.544218,0.278912,0.445578,0.176871,0.755102,0.721088,0.081633,0.255102,0.231293,0.707483,0.428571,0.438776,0.431973,0.544218,0.721088,0.081633,0.258503,0.231293,0.544218,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":2}"
Zukertort Opening,5,A04,1. Nf3 f6 2. e4 Nh6 3. d4 Nf7,g1f3 f7f6 e2e4 g8h6 d2d4 h6f7,0.006273,0.993607,0.029,0.4875,0.0825,0.331095,0.05,0.0,0.61758,0.00395,0.995325,0.023,0.52,0.0825,0.331095,0.0375,0.0,0.618104,0.00395,0.995325,0.029,0.455,0.0825,0.331095,0.0375,0.0,0.617802,0.136054,0.836735,0.578231,0.588435,0.493197,0.061224,0.251701,0.231293,0.965986,0.183673,0.877551,0.176871,0.755102,0.493197,0.061224,0.255102,0.231293,0.965986,0.176871,0.863946,0.690476,0.387755,0.493197,0.061224,0.258503,0.231293,0.931973,0.0,0.0,0.0,0.0,"{""0|0|0|0|0|0|1|1|0|0|0|0|0"":5}"
